event_id,homeTeam,awayTeam,homeGoals,awayGoals,h_player_0,h_position_0,h_score_0,h_player_1,h_position_1,h_score_1,h_player_2,h_position_2,h_score_2,h_player_3,h_position_3,h_score_3,h_player_4,h_position_4,h_score_4,h_player_5,h_position_5,h_score_5,h_player_6,h_position_6,h_score_6,h_player_7,h_position_7,h_score_7,h_player_8,h_position_8,h_score_8,h_player_9,h_position_9,h_score_9,h_player_10,h_position_10,h_score_10,a_player_11,a_position_11,a_score_11,a_player_12,a_position_12,a_score_12,a_player_13,a_position_13,a_score_13,a_player_14,a_position_14,a_score_14,a_player_15,a_position_15,a_score_15,a_player_16,a_position_16,a_score_16,a_player_17,a_position_17,a_score_17,a_player_18,a_position_18,a_score_18,a_player_19,a_position_19,a_score_19,a_player_20,a_position_20,a_score_20,a_player_21,a_position_21,a_score_21
8243388,Liverpool,Norwich City,4,1,Alisson,G,6.9,Trent Alexander-Arnold,D,7.4,Joe Gomez,D,6.8,Virgil van Dijk,D,7.8,Andrew Robertson,D,7.0,Jordan Henderson,M,7.1,Fabinho,M,7.5,Georginio Wijnaldum,M,6.6,Mohamed Salah,F,8.4,Roberto Firmino,F,7.7,Divock Origi,F,7.9,Tim Krul,G,6.3,Max Aarons,D,6.5,Grant Hanley,D,5.6,Ben Godfrey,D,6.6,Jamal Lewis,D,6.6,Kenny McLean,M,6.4,Tom Trybull,M,6.2,Emiliano Buendía,M,6.8,Marco Stiepermann,M,6.4,Todd Cantwell,M,6.2,Teemu Pukki,F,7.3
8243390,West Ham United,Manchester City,0,5,Łukasz Fabiański,G,5.8,Ryan Fredericks,D,6.1,Fabián Balbuena,D,5.7,Issa Diop,D,5.4,Aaron Cresswell,D,5.4,Jack Wilshere,M,6.5,Declan Rice,M,6.5,Felipe Anderson,M,5.8,Manuel Lanzini,M,6.5,Michail Antonio,M,6.4,Sébastien Haller,F,6.8,Ederson,G,7.7,Kyle Walker,D,7.3,John Stones,D,7.3,Aymeric Laporte,D,7.2,Oleksandr Zinchenko,D,7.3,Kevin De Bruyne,M,8.2,Rodri,M,7.1,David Silva,M,6.5,Riyad Mahrez,F,9.0,Gabriel Jesus,F,7.4,Raheem Sterling,F,9.5
8243397,Bournemouth,Sheffield United,1,1,Aaron Ramsdale,G,6.6,Chris Mepham,D,7.5,Steve Cook,D,7.0,Nathan Aké,D,7.1,Adam Smith,M,6.4,Philip Billing,M,7.1,Jefferson Lerma,M,6.8,Diego Rico,M,7.2,Joshua King,F,6.5,Ryan Fraser,F,6.9,Callum Wilson,F,6.5,Dean Henderson,G,6.5,Chris Basham,D,6.6,John Egan,D,6.9,Jack OConnell,D,6.9,George Baldock,M,5.8,John Lundstram,M,7.5,Oliver Norwood,M,7.1,John Fleck,M,6.5,Enda Stevens,M,6.5,Callum Robinson,F,6.6,David McGoldrick,F,6.3
8243396,Watford,Brighton & Hove Albion,0,3,Ben Foster,G,5.5,Kiko Femenia,D,6.7,Craig Dawson,D,6.9,Craig Cathcart,D,6.2,José Holebas,D,6.3,Abdoulaye Doucouré,M,6.7,Étienne Capoue,M,6.6,Will Hughes,M,6.4,Gerard Deulofeu,M,6.2,Andre Gray,F,6.5,Troy Deeney,F,6.8,Mathew Ryan,G,7.6,Shane Duffy,D,7.6,Lewis Dunk,D,8.1,Dan Burn,D,7.1,Martín Montoya,M,6.8,Davy Pröpper,M,7.2,Dale Stephens,M,7.0,Solly March,M,6.7,Pascal Groß,F,7.2,Glenn Murray,F,6.6,Jürgen Locadia,F,6.8
8243395,Burnley,Southampton,3,0,Nick Pope,G,7.6,Matthew Lowton,D,7.3,James Tarkowski,D,7.1,Ben Mee,D,7.2,Erik Pieters,D,8.3,Jóhann Guðmundsson,M,7.8,Jack Cork,M,6.7,Ashley Westwood,M,6.4,Dwight McNeil,M,7.5,Chris Wood,F,6.4,Ashley Barnes,F,9.1,Angus Gunn,G,5.6,Jan Bednarek,D,6.8,Jack Stephens,D,6.2,Jannik Vestergaard,D,6.3,Yan Valery,M,5.7,Oriol Romeu,M,6.3,James Ward-Prowse,M,6.9,Ryan Bertrand,M,6.7,Danny Ings,F,6.5,Nathan Redmond,F,6.8,Che Adams,F,5.8
8243391,Crystal Palace,Everton,0,0,Vicente Guaita,G,7.3,Joel Ward,D,7.1,Martin Kelly,D,7.0,Scott Dann,D,6.7,Patrick van Aanholt,D,7.5,Andros Townsend,M,7.0,James McArthur,M,7.3,Luka Milivojević,M,6.5,Max Meyer,M,6.7,Christian Benteke,F,7.2,Jordan Ayew,F,6.9,Jordan Pickford,G,7.6,Séamus Coleman,D,7.2,Michael Keane,D,7.7,Yerry Mina,D,7.7,Lucas Digne,D,6.5,Morgan Schneiderlin,M,6.2,André Gomes,M,6.8,Richarlison,M,6.9,Gylfi Sigurðsson,M,6.5,Bernard,M,6.2,Dominic Calvert-Lewin,F,6.7
8243393,Tottenham,Aston Villa,3,1,Hugo Lloris,G,6.6,Kyle Walker-Peters,D,7.1,Toby Alderweireld,D,7.5,Davinson Sánchez,D,6.8,Danny Rose,D,6.5,Tanguy Ndombélé,M,7.3,Harry Winks,M,7.2,Moussa Sissoko,M,6.5,Érik Lamela,M,7.5,Lucas Moura,F,6.8,Harry Kane,F,8.5,Tom Heaton,G,6.1,Ahmed El-Mohamady,D,6.3,Björn Engels,D,6.8,Tyrone Mings,D,8.2,Neil Taylor,D,6.6,Conor Hourihane,M,7.3,Trezeguet,M,6.9,John McGinn,M,7.5,Jack Grealish,M,7.3,Anwar El Ghazi,M,5.6,Wesley,F,6.6
8243392,Newcastle United,Arsenal,0,1,Martin Dúbravka,G,6.4,Fabian Schär,D,7.2,Jamaal Lascelles,D,6.9,Paul Dummett,D,7.4,Javier Manquillo,M,6.3,Isaac Hayden,M,7.4,Jonjo Shelvey,M,6.7,Sean Longstaff,M,6.6,Matt Ritchie,M,6.5,Miguel Almirón,F,6.6,Joelinton,F,7.3,Bernd Leno,G,7.7,Ainsley Maitland-Niles,D,7.5,Calum Chambers,D,6.9,Sokratis,D,7.0,Nacho Monreal,D,6.8,Mattéo Guendouzi,M,6.7,Granit Xhaka,M,7.3,Henrikh Mkhitaryan,M,6.2,Joseph Willock,M,6.6,Reiss Nelson,M,6.9,Pierre-Emerick Aubameyang,F,7.0
8243389,Leicester City,Wolverhampton,0,0,Kasper Schmeichel,G,7.4,Ricardo Pereira,D,7.2,Jonny Evans,D,7.6,Çağlar Söyüncü,D,7.2,Ben Chilwell,D,6.8,Wilfred Ndidi,M,7.3,Ayoze Pérez,M,6.4,Youri Tielemans,M,7.4,Hamza Choudhury,M,6.8,James Maddison,M,7.2,Jamie Vardy,F,6.3,Rui Patrício,G,7.1,Ryan Bennett,D,7.0,Conor Coady,D,6.9,Willy Boly,D,7.6,Matt Doherty,M,6.3,Leander Dendoncker,M,7.1,Rúben Neves,M,6.5,João Moutinho,M,7.2,Jonny Otto,M,6.0,Raúl Jiménez,F,6.9,Diogo Jota,F,6.9
8243394,Manchester United,Chelsea,4,0,David De Gea,G,8.6,Aaron Wan-Bissaka,D,7.8,Victor Lindelöf,D,7.2,Harry Maguire,D,7.7,Luke Shaw,D,7.3,Paul Pogba,M,7.5,Scott McTominay,M,6.9,Jesse Lingard,M,6.3,Andreas Pereira,M,6.7,Marcus Rashford,M,8.1,Anthony Martial,F,7.7,Kepa Arrizabalaga,G,5.2,César Azpilicueta,D,6.4,Andreas Christensen,D,6.5,Kurt Zouma,D,5.5,Emerson Palmieri,D,6.7,Jorginho,M,6.0,Mateo Kovačić,M,7.3,Pedro,M,7.3,Mason Mount,M,7.2,Ross Barkley,M,6.2,Tammy Abraham,F,6.4
8243414,Arsenal,Burnley,2,1,Bernd Leno,G,6.9,Ainsley Maitland-Niles,D,6.7,Sokratis,D,7.4,David Luiz,D,7.0,Nacho Monreal,D,7.3,Joseph Willock,M,7.2,Mattéo Guendouzi,M,7.7,Pierre-Emerick Aubameyang,M,6.7,Dani Ceballos,M,8.0,Reiss Nelson,M,6.4,Alexandre Lacazette,F,7.1,Nick Pope,G,7.5,Matthew Lowton,D,6.4,James Tarkowski,D,6.5,Ben Mee,D,6.8,Erik Pieters,D,6.8,Jóhann Guðmundsson,M,6.7,Ashley Westwood,M,6.7,Jack Cork,M,6.4,Dwight McNeil,M,7.0,Chris Wood,F,6.5,Ashley Barnes,F,7.7
8243422,Southampton,Liverpool,1,2,Angus Gunn,G,6.9,Jan Bednarek,D,6.0,Maya Yoshida,D,6.5,Jannik Vestergaard,D,6.5,Yan Valery,M,6.8,James Ward-Prowse,M,7.0,Oriol Romeu,M,7.0,Pierre-Emile Højbjerg,M,6.7,Ryan Bertrand,M,6.2,Che Adams,F,6.7,Nathan Redmond,F,6.9,Adrián,G,6.3,Trent Alexander-Arnold,D,6.6,Joël Matip,D,7.1,Virgil van Dijk,D,7.1,Andrew Robertson,D,7.2,Alex Oxlade-Chamberlain,M,7.2,Georginio Wijnaldum,M,6.7,James Milner,M,6.7,Mohamed Salah,F,6.4,Roberto Firmino,F,7.1,Sadio Mané,F,8.5
8243421,Norwich City,Newcastle United,3,1,Tim Krul,G,6.5,Max Aarons,D,6.6,Grant Hanley,D,6.8,Ben Godfrey,D,6.8,Jamal Lewis,D,7.0,Tom Trybull,M,7.5,Moritz Leitner,M,7.3,Todd Cantwell,M,7.7,Marco Stiepermann,M,7.1,Emiliano Buendía,M,6.7,Teemu Pukki,F,9.9,Martin Dúbravka,G,6.7,Fabian Schär,D,7.0,Jamaal Lascelles,D,6.7,Paul Dummett,D,6.2,Emil Krafth,M,6.3,Isaac Hayden,M,5.9,Jonjo Shelvey,M,7.3,Sung-Yueng Ki,M,6.5,Matt Ritchie,M,7.1,Miguel Almirón,F,6.7,Joelinton,F,6.3
8243415,Everton,Watford,1,0,Jordan Pickford,G,7.6,Séamus Coleman,D,6.6,Michael Keane,D,7.2,Yerry Mina,D,7.2,Lucas Digne,D,7.7,Jean-Philippe Gbamin,M,6.6,André Gomes,M,6.3,Richarlison,M,6.1,Gylfi Sigurðsson,M,6.3,Bernard,M,7.7,Dominic Calvert-Lewin,F,6.8,Ben Foster,G,6.4,Kiko Femenia,D,6.8,Craig Dawson,D,7.3,Craig Cathcart,D,6.9,José Holebas,D,7.4,Abdoulaye Doucouré,M,7.0,Étienne Capoue,M,7.0,Will Hughes,M,6.7,Roberto Pereyra,M,5.8,Gerard Deulofeu,F,7.1,Troy Deeney,F,6.3
8243412,Aston Villa,Bournemouth,1,2,Tom Heaton,G,5.6,Ahmed El-Mohamady,D,7.9,Björn Engels,D,6.9,Tyrone Mings,D,7.0,Neil Taylor,D,6.6,John McGinn,M,7.4,Douglas Luiz,M,7.0,Jack Grealish,M,7.3,Trezeguet,F,6.4,Wesley,F,7.2,Anwar El Ghazi,F,6.8,Aaron Ramsdale,G,7.6,Adam Smith,D,6.7,Steve Cook,D,7.0,Nathan Aké,D,6.9,Charlie Daniels,D,6.9,Harry Wilson,M,7.6,Philip Billing,M,6.7,Jefferson Lerma,M,6.5,Ryan Fraser,M,6.4,Joshua King,F,6.9,Callum Wilson,F,7.3
8243411,Brighton & Hove Albion,West Ham United,1,1,Mathew Ryan,G,6.7,Shane Duffy,D,6.7,Lewis Dunk,D,7.4,Dan Burn,D,7.0,Martín Montoya,M,6.8,Davy Pröpper,M,6.3,Dale Stephens,M,6.8,Solly March,M,7.0,Pascal Groß,F,7.5,Glenn Murray,F,6.5,Leandro Trossard,F,7.2,Łukasz Fabiański,G,6.8,Ryan Fredericks,D,6.8,Issa Diop,D,6.9,Angelo Ogbonna,D,7.2,Arthur Masuaku,D,7.0,Declan Rice,M,6.9,Robert Snodgrass,M,7.0,Jack Wilshere,M,6.3,Manuel Lanzini,M,7.6,Pablo Fornals,M,6.3,Javier Hernández,F,7.0
8243413,Manchester City,Tottenham,2,2,Ederson,G,5.9,Kyle Walker,D,7.2,Nicolás Otamendi,D,7.0,Aymeric Laporte,D,7.0,Oleksandr Zinchenko,D,6.5,Rodri,M,7.3,İlkay Gündoğan,M,6.6,Bernardo Silva,M,7.1,Kevin De Bruyne,M,8.9,Raheem Sterling,M,7.3,Sergio Agüero,F,7.1,Hugo Lloris,G,8.2,Kyle Walker-Peters,D,6.3,Toby Alderweireld,D,7.1,Davinson Sánchez,D,6.9,Danny Rose,D,6.5,Harry Winks,M,6.5,Tanguy Ndombélé,M,7.9,Moussa Sissoko,M,6.5,Érik Lamela,M,7.7,Christian Eriksen,M,6.1,Harry Kane,F,6.4
8243417,Sheffield United,Crystal Palace,1,0,Dean Henderson,G,7.8,Chris Basham,D,7.5,John Egan,D,6.9,Jack OConnell,D,7.3,George Baldock,M,6.9,John Lundstram,M,7.9,Oliver Norwood,M,7.7,John Fleck,M,6.7,Enda Stevens,M,7.1,David McGoldrick,F,6.2,Callum Robinson,F,6.4,Vicente Guaita,G,6.9,Joel Ward,D,7.7,Martin Kelly,D,6.8,Scott Dann,D,7.3,Patrick van Aanholt,D,6.0,Andros Townsend,M,7.0,James McArthur,M,6.4,Luka Milivojević,M,6.6,Max Meyer,M,6.7,Christian Benteke,F,7.1,Wilfried Zaha,F,6.6
8243416,Chelsea,Leicester City,1,1,Kepa Arrizabalaga,G,6.8,César Azpilicueta,D,7.3,Andreas Christensen,D,6.8,Kurt Zouma,D,6.8,Emerson Palmieri,D,7.6,NGolo Kanté,M,6.5,Jorginho,M,6.6,Mason Mount,M,7.7,Pedro,F,6.6,Olivier Giroud,F,7.1,Christian Pulišić,F,5.7,Kasper Schmeichel,G,7.1,Ricardo Pereira,D,7.1,Jonny Evans,D,6.7,Çağlar Söyüncü,D,7.0,Christian Fuchs,D,6.9,Wilfred Ndidi,M,7.3,Ayoze Pérez,M,6.7,Youri Tielemans,M,6.8,Hamza Choudhury,M,6.5,James Maddison,M,6.6,Jamie Vardy,F,6.1
8243418,Wolverhampton,Manchester United,1,1,Rui Patrício,G,6.9,Ryan Bennett,D,6.4,Conor Coady,D,6.6,Willy Boly,D,6.8,Matt Doherty,M,6.3,Leander Dendoncker,M,6.2,Rúben Neves,M,7.0,João Moutinho,M,7.6,Jonny Otto,M,6.7,Raúl Jiménez,F,6.8,Diogo Jota,F,6.0,David De Gea,G,6.4,Aaron Wan-Bissaka,D,7.4,Victor Lindelöf,D,6.8,Harry Maguire,D,7.2,Luke Shaw,D,7.0,Paul Pogba,M,7.2,Scott McTominay,M,6.6,Daniel James,M,6.7,Jesse Lingard,M,6.2,Marcus Rashford,M,7.2,Anthony Martial,F,7.1
8243420,Aston Villa,Everton,2,0,Tom Heaton,G,7.2,Frédéric Guilbert,D,7.2,Björn Engels,D,7.5,Tyrone Mings,D,7.3,Neil Taylor,D,6.8,Douglas Luiz,M,6.4,Jota,M,7.6,John McGinn,M,7.1,Jack Grealish,M,6.8,Trezeguet,M,5.8,Wesley,F,7.1,Jordan Pickford,G,6.2,Séamus Coleman,D,7.0,Michael Keane,D,6.4,Yerry Mina,D,6.7,Lucas Digne,D,7.3,Morgan Schneiderlin,M,7.3,André Gomes,M,5.8,Richarlison,M,7.1,Gylfi Sigurðsson,M,6.5,Bernard,M,6.2,Dominic Calvert-Lewin,F,6.2
8243423,Norwich City,Chelsea,2,3,Tim Krul,G,6.5,Max Aarons,D,5.5,Grant Hanley,D,6.8,Ben Godfrey,D,7.2,Jamal Lewis,D,5.9,Moritz Leitner,M,6.4,Tom Trybull,M,6.0,Emiliano Buendía,M,7.0,Marco Stiepermann,M,6.2,Todd Cantwell,M,6.4,Teemu Pukki,F,7.7,Kepa Arrizabalaga,G,6.3,César Azpilicueta,D,7.3,Andreas Christensen,D,6.7,Kurt Zouma,D,6.9,Emerson Palmieri,D,8.2,Mateo Kovačić,M,7.5,Jorginho,M,7.2,Ross Barkley,M,8.1,Christian Pulišić,F,7.3,Tammy Abraham,F,8.1,Mason Mount,F,8.1
8243432,Sheffield United,Leicester City,1,2,Dean Henderson,G,5.8,Chris Basham,D,5.9,John Egan,D,6.7,Jack OConnell,D,6.7,George Baldock,M,7.3,John Lundstram,M,6.2,Oliver Norwood,M,6.9,Luke Freeman,M,7.0,Enda Stevens,M,7.2,David McGoldrick,F,7.1,Callum Robinson,F,6.5,Kasper Schmeichel,G,6.7,Ricardo Pereira,D,6.1,Jonny Evans,D,6.6,Çağlar Söyüncü,D,7.0,Christian Fuchs,D,6.5,Youri Tielemans,M,6.5,Hamza Choudhury,M,7.2,Dennis Praet,M,6.6,Ayoze Pérez,F,6.9,Jamie Vardy,F,7.1,James Maddison,F,8.0
8243429,Watford,West Ham United,1,3,Ben Foster,G,7.2,Kiko Femenia,D,6.3,Craig Dawson,D,6.0,Craig Cathcart,D,6.2,José Holebas,D,7.0,Will Hughes,M,7.1,Étienne Capoue,M,6.5,Abdoulaye Doucouré,M,7.0,Tom Cleverley,M,7.3,Gerard Deulofeu,F,6.7,Andre Gray,F,8.0,Łukasz Fabiański,G,6.5,Ryan Fredericks,D,6.4,Issa Diop,D,7.0,Angelo Ogbonna,D,6.9,Arthur Masuaku,D,7.4,Declan Rice,M,7.2,Mark Noble,M,7.0,Andriy Yarmolenko,M,7.1,Manuel Lanzini,M,7.8,Felipe Anderson,M,8.0,Sébastien Haller,F,8.9
8243424,Brighton & Hove Albion,Southampton,0,2,Mathew Ryan,G,6.1,Shane Duffy,D,6.4,Lewis Dunk,D,6.8,Dan Burn,D,6.5,Martín Montoya,M,6.9,Dale Stephens,M,6.7,Davy Pröpper,M,6.9,Solly March,M,7.5,Neal Maupay,F,6.3,Florin Andone,F,5.0,Leandro Trossard,F,7.9,Angus Gunn,G,7.4,Yan Valery,D,6.3,Jan Bednarek,D,7.3,Jannik Vestergaard,D,7.6,Kevin Danso,D,6.8,Oriol Romeu,M,6.3,Pierre-Emile Højbjerg,M,6.4,James Ward-Prowse,M,7.0,Nathan Redmond,M,7.8,Che Adams,F,6.3,Danny Ings,F,7.2
8243419,Manchester United,Crystal Palace,1,2,David De Gea,G,6.0,Aaron Wan-Bissaka,D,6.3,Victor Lindelöf,D,6.6,Harry Maguire,D,7.4,Luke Shaw,D,6.7,Paul Pogba,M,6.6,Scott McTominay,M,7.2,Daniel James,M,6.5,Jesse Lingard,M,6.6,Marcus Rashford,M,6.4,Anthony Martial,F,6.8,Vicente Guaita,G,6.4,Joel Ward,D,6.8,Martin Kelly,D,6.7,Gary Cahill,D,6.5,Patrick van Aanholt,D,7.5,Wilfried Zaha,M,7.0,James McArthur,M,6.6,Luka Milivojević,M,6.5,Cheikhou Kouyaté,M,7.3,Jeffrey Schlupp,M,6.9,Jordan Ayew,F,7.2
8243426,Liverpool,Arsenal,3,1,Adrián,G,6.3,Trent Alexander-Arnold,D,7.5,Joël Matip,D,7.9,Virgil van Dijk,D,6.5,Andrew Robertson,D,6.6,Jordan Henderson,M,7.1,Fabinho,M,7.8,Georginio Wijnaldum,M,6.6,Mohamed Salah,F,8.6,Roberto Firmino,F,6.7,Sadio Mané,F,7.5,Bernd Leno,G,6.0,Ainsley Maitland-Niles,D,6.0,Sokratis,D,7.2,David Luiz,D,6.2,Nacho Monreal,D,6.1,Mattéo Guendouzi,M,6.8,Granit Xhaka,M,6.9,Joseph Willock,M,6.1,Dani Ceballos,M,6.0,Nicolas Pépé,F,6.9,Pierre-Emerick Aubameyang,F,6.9
8243425,Bournemouth,Manchester City,1,3,Aaron Ramsdale,G,5.9,Adam Smith,D,6.0,Chris Mepham,D,6.5,Steve Cook,D,6.8,Nathan Aké,D,7.3,Charlie Daniels,D,6.0,Joshua King,M,6.4,Jefferson Lerma,M,6.2,Philip Billing,M,6.5,Ryan Fraser,M,6.4,Callum Wilson,F,6.3,Ederson,G,7.4,Kyle Walker,D,6.5,Nicolás Otamendi,D,6.5,Aymeric Laporte,D,7.0,Oleksandr Zinchenko,D,7.1,Kevin De Bruyne,M,7.3,İlkay Gündoğan,M,7.1,David Silva,M,8.8,Bernardo Silva,F,7.0,Sergio Agüero,F,8.5,Raheem Sterling,F,7.5
8243435,Wolverhampton,Burnley,1,1,Rui Patrício,G,6.8,Ryan Bennett,D,6.9,Conor Coady,D,6.8,Willy Boly,D,7.5,Matt Doherty,M,7.0,Morgan Gibbs-White,M,6.9,Rúben Neves,M,7.1,João Moutinho,M,7.0,Jonny Otto,M,6.6,Raúl Jiménez,F,7.8,Diogo Jota,F,6.9,Nick Pope,G,6.5,Matthew Lowton,D,7.5,James Tarkowski,D,7.2,Ben Mee,D,7.1,Erik Pieters,D,5.5,Jóhann Guðmundsson,M,6.7,Jack Cork,M,6.2,Ashley Westwood,M,7.2,Dwight McNeil,M,6.9,Chris Wood,F,6.7,Ashley Barnes,F,7.2
8243433,Tottenham,Newcastle United,0,1,Hugo Lloris,G,6.6,Kyle Walker-Peters,D,6.6,Toby Alderweireld,D,7.0,Davinson Sánchez,D,6.7,Danny Rose,D,7.6,Moussa Sissoko,M,7.5,Harry Winks,M,7.1,Lucas Moura,M,6.3,Érik Lamela,M,6.3,Heung-Min Son,M,6.6,Harry Kane,F,6.3,Martin Dúbravka,G,7.4,Emil Krafth,D,7.1,Fabian Schär,D,8.0,Jamaal Lascelles,D,7.4,Paul Dummett,D,7.4,Matt Ritchie,D,7.3,Miguel Almirón,M,6.3,Isaac Hayden,M,6.8,Sean Longstaff,M,6.5,Allan Saint-Maximin,M,6.5,Joelinton,F,7.3
8243437,Southampton,Manchester United,1,1,Angus Gunn,G,7.9,Cédric Soares,D,7.0,Jan Bednarek,D,6.8,Jannik Vestergaard,D,7.7,Kevin Danso,D,6.2,Oriol Romeu,M,7.1,Pierre-Emile Højbjerg,M,6.9,James Ward-Prowse,M,6.7,Sofiane Boufal,M,6.3,Che Adams,F,6.3,Danny Ings,F,6.9,David De Gea,G,6.6,Aaron Wan-Bissaka,D,7.2,Victor Lindelöf,D,7.1,Harry Maguire,D,6.8,Ashley Young,D,6.6,Paul Pogba,M,7.1,Scott McTominay,M,8.0,Andreas Pereira,M,6.2,Juan Mata,M,6.9,Daniel James,M,7.8,Marcus Rashford,F,6.9
8243440,Manchester City,Brighton & Hove Albion,4,0,Ederson,G,7.5,Kyle Walker,D,6.6,Nicolás Otamendi,D,6.8,Aymeric Laporte,D,6.5,Oleksandr Zinchenko,D,7.3,Kevin De Bruyne,M,8.5,Rodri,M,7.8,David Silva,M,7.4,Riyad Mahrez,F,8.0,Sergio Agüero,F,9.3,Raheem Sterling,F,6.8,Mathew Ryan,G,5.7,Adam Webster,D,6.2,Lewis Dunk,D,5.9,Dan Burn,D,5.9,Martín Montoya,M,6.8,Dale Stephens,M,6.5,Davy Pröpper,M,6.5,Bernardo,M,6.6,Solly March,F,6.7,Neal Maupay,F,7.0,Leandro Trossard,F,6.3
8243439,West Ham United,Norwich City,2,0,Łukasz Fabiański,G,7.3,Ryan Fredericks,D,6.5,Issa Diop,D,7.5,Angelo Ogbonna,D,7.0,Arthur Masuaku,D,8.7,Declan Rice,M,7.2,Andriy Yarmolenko,M,7.5,Mark Noble,M,7.2,Manuel Lanzini,M,7.2,Felipe Anderson,M,7.3,Sébastien Haller,F,7.3,Tim Krul,G,7.3,Max Aarons,D,6.4,Christoph Zimmermann,D,6.3,Ben Godfrey,D,6.6,Jamal Lewis,D,6.7,Tom Trybull,M,6.6,Moritz Leitner,M,6.3,Emiliano Buendía,M,6.1,Marco Stiepermann,M,6.4,Todd Cantwell,M,5.8,Teemu Pukki,F,6.7
8243438,Newcastle United,Watford,1,1,Martin Dúbravka,G,6.9,Emil Krafth,D,6.6,Fabian Schär,D,7.3,Jamaal Lascelles,D,6.9,Paul Dummett,D,7.0,Jetro Willems,D,6.7,Miguel Almirón,M,6.8,Isaac Hayden,M,6.9,Sean Longstaff,M,7.7,Christian Atsu,M,7.2,Joelinton,F,6.4,Ben Foster,G,7.0,Craig Dawson,D,6.7,Christian Kabasele,D,7.1,Craig Cathcart,D,6.8,Daryl Janmaat,M,6.4,Abdoulaye Doucouré,M,6.5,Tom Cleverley,M,7.1,Kiko Femenia,M,6.6,Will Hughes,F,7.6,Roberto Pereyra,F,6.9,Andre Gray,F,6.7
8243431,Crystal Palace,Aston Villa,1,0,Vicente Guaita,G,7.5,Joel Ward,D,7.1,Martin Kelly,D,6.8,Gary Cahill,D,7.3,Patrick van Aanholt,D,7.1,James McArthur,M,7.0,Luka Milivojević,M,8.0,Cheikhou Kouyaté,M,7.2,Wilfried Zaha,F,7.0,Jordan Ayew,F,7.3,Jeffrey Schlupp,F,7.6,Tom Heaton,G,7.1,Frédéric Guilbert,D,6.7,Björn Engels,D,7.0,Tyrone Mings,D,7.0,Neil Taylor,D,6.8,John McGinn,M,7.3,Douglas Luiz,M,6.7,Jack Grealish,M,6.5,Jota,F,6.7,Wesley,F,6.9,Trezeguet,F,6.0
8243430,Chelsea,Sheffield United,2,2,Kepa Arrizabalaga,G,6.1,César Azpilicueta,D,7.0,Fikayo Tomori,D,7.0,Kurt Zouma,D,6.8,Emerson Palmieri,D,6.8,Ross Barkley,M,6.6,Jorginho,M,7.5,Mateo Kovačić,M,6.6,Christian Pulišić,F,6.3,Tammy Abraham,F,8.4,Mason Mount,F,7.1,Dean Henderson,G,6.5,Chris Basham,D,6.9,John Egan,D,6.0,Jack OConnell,D,6.1,George Baldock,M,6.5,John Lundstram,M,6.4,Oliver Norwood,M,7.5,Luke Freeman,M,6.2,Enda Stevens,M,7.1,Callum Robinson,F,6.8,Oliver McBurnie,F,6.8
8243428,Leicester City,Bournemouth,3,1,Kasper Schmeichel,G,6.5,Ricardo Pereira,D,6.8,Jonny Evans,D,7.0,Çağlar Söyüncü,D,7.2,Ben Chilwell,D,7.1,Wilfred Ndidi,M,7.2,Marc Albrighton,M,6.6,Youri Tielemans,M,8.1,James Maddison,M,6.6,Harvey Barnes,M,6.6,Jamie Vardy,F,8.9,Aaron Ramsdale,G,6.0,Adam Smith,D,6.7,Chris Mepham,D,6.1,Steve Cook,D,7.1,Nathan Aké,D,6.7,Harry Wilson,M,6.4,Philip Billing,M,7.1,Jefferson Lerma,M,6.9,Ryan Fraser,M,6.8,Joshua King,F,6.7,Callum Wilson,F,6.9
8243434,Burnley,Liverpool,0,3,Nick Pope,G,6.4,Matthew Lowton,D,6.1,James Tarkowski,D,6.7,Ben Mee,D,6.4,Erik Pieters,D,6.7,Aaron Lennon,M,6.2,Ashley Westwood,M,6.6,Jack Cork,M,6.6,Dwight McNeil,M,6.6,Ashley Barnes,F,6.8,Chris Wood,F,6.3,Adrián,G,7.5,Trent Alexander-Arnold,D,7.4,Joël Matip,D,6.8,Virgil van Dijk,D,7.2,Andrew Robertson,D,7.1,Jordan Henderson,M,7.0,Fabinho,M,7.0,Georginio Wijnaldum,M,6.7,Mohamed Salah,F,7.0,Roberto Firmino,F,8.5,Sadio Mané,F,7.1
8243436,Everton,Wolverhampton,3,2,Jordan Pickford,G,6.5,Séamus Coleman,D,6.4,Michael Keane,D,7.1,Yerry Mina,D,6.8,Lucas Digne,D,7.0,André Gomes,M,7.0,Fabian Delph,M,6.9,Richarlison,M,8.8,Gylfi Sigurðsson,M,7.0,Alex Iwobi,M,7.2,Moise Kean,F,6.8,Rui Patrício,G,5.7,Ryan Bennett,D,6.9,Conor Coady,D,5.5,Willy Boly,D,7.6,Adama Traoré,M,6.2,Leander Dendoncker,M,6.6,Rúben Neves,M,6.7,Romain Saïss,M,6.6,Rúben Vinagre,M,6.3,Raúl Jiménez,F,6.8,Patrick Cutrone,F,6.6
