event_id,homeTeam,awayTeam,homeGoals,awayGoals,h_player_0,h_position_0,h_score_0,h_player_1,h_position_1,h_score_1,h_player_2,h_position_2,h_score_2,h_player_3,h_position_3,h_score_3,h_player_4,h_position_4,h_score_4,h_player_5,h_position_5,h_score_5,h_player_6,h_position_6,h_score_6,h_player_7,h_position_7,h_score_7,h_player_8,h_position_8,h_score_8,h_player_9,h_position_9,h_score_9,h_player_10,h_position_10,h_score_10,a_player_11,a_position_11,a_score_11,a_player_12,a_position_12,a_score_12,a_player_13,a_position_13,a_score_13,a_player_14,a_position_14,a_score_14,a_player_15,a_position_15,a_score_15,a_player_16,a_position_16,a_score_16,a_player_17,a_position_17,a_score_17,a_player_18,a_position_18,a_score_18,a_player_19,a_position_19,a_score_19,a_player_20,a_position_20,a_score_20,a_player_21,a_position_21,a_score_21
8243524,Tottenham,Sheffield United,1,1,Paulo Gazzaniga,G,6.6,Serge Aurier,D,7.4,Davinson Sánchez,D,6.4,Eric Dier,D,6.6,Ben Davies,D,6.6,Moussa Sissoko,M,6.6,Tanguy Ndombélé,M,6.8,Giovani Lo Celso,M,6.7,Dele Alli,M,7.4,Heung-Min Son,M,7.2,Harry Kane,F,6.1,Dean Henderson,G,7.1,Chris Basham,D,6.7,John Egan,D,7.0,Jack OConnell,D,6.6,George Baldock,M,7.1,John Lundstram,M,7.1,Oliver Norwood,M,7.3,John Fleck,M,7.1,Enda Stevens,M,6.5,Lys Mousset,F,6.8,David McGoldrick,F,7.5
8243520,Southampton,Everton,1,2,Alex McCarthy,G,6.5,Jan Bednarek,D,6.4,Jack Stephens,D,6.6,Jannik Vestergaard,D,6.6,Stuart Armstrong,M,6.1,James Ward-Prowse,M,6.9,Oriol Romeu,M,6.2,Cédric Soares,M,6.4,Nathan Redmond,F,6.3,Danny Ings,F,7.0,Moussa Djenepo,F,6.4,Jordan Pickford,G,6.6,Djibril Sidibé,D,7.4,Yerry Mina,D,7.0,Mason Holgate,D,7.4,Lucas Digne,D,7.9,Tom Davies,M,7.7,Morgan Schneiderlin,M,6.5,Theo Walcott,M,7.3,Gylfi Sigurðsson,M,7.6,Richarlison,M,7.5,Cenk Tosun,F,6.9
8243509,Newcastle United,Bournemouth,2,1,Martin Dúbravka,G,6.8,DeAndre Yedlin,D,7.3,Federico Fernández,D,7.1,Jamaal Lascelles,D,6.4,Ciaran Clark,D,7.6,Jetro Willems,D,7.8,Miguel Almirón,M,6.4,Isaac Hayden,M,6.5,Jonjo Shelvey,M,7.1,Allan Saint-Maximin,M,6.7,Joelinton,F,6.4,Aaron Ramsdale,G,7.5,Adam Smith,D,6.2,Steve Cook,D,6.6,Nathan Aké,D,7.0,Diego Rico,D,6.5,Harry Wilson,M,7.4,Lewis Cook,M,6.5,Philip Billing,M,7.4,Ryan Fraser,M,7.1,Callum Wilson,F,6.4,Joshua King,F,6.5
8243508,Burnley,West Ham United,3,0,Nick Pope,G,7.5,Phil Bardsley,D,7.4,James Tarkowski,D,7.8,Ben Mee,D,7.9,Charlie Taylor,D,6.9,Jeff Hendrick,M,7.0,Jack Cork,M,7.2,Ashley Westwood,M,7.2,Dwight McNeil,M,8.4,Chris Wood,F,6.4,Ashley Barnes,F,7.1,Roberto Jiménez,G,8.6,Ryan Fredericks,D,6.4,Fabián Balbuena,D,6.0,Issa Diop,D,7.0,Aaron Cresswell,D,6.6,Robert Snodgrass,M,6.4,Declan Rice,M,6.4,Mark Noble,M,6.4,Felipe Anderson,M,6.1,Pablo Fornals,F,6.5,Sébastien Haller,F,6.6
8243512,Leicester City,Arsenal,2,0,Kasper Schmeichel,G,7.4,Ricardo Pereira,D,7.9,Jonny Evans,D,7.0,Çağlar Söyüncü,D,7.1,Ben Chilwell,D,6.8,Wilfred Ndidi,M,7.7,Ayoze Pérez,M,6.4,Youri Tielemans,M,7.9,James Maddison,M,7.9,Harvey Barnes,M,6.8,Jamie Vardy,F,7.6,Bernd Leno,G,7.0,Calum Chambers,D,6.6,David Luiz,D,6.8,Rob Holding,D,6.2,Héctor Bellerín,M,6.4,Lucas Torreira,M,6.3,Mattéo Guendouzi,M,6.3,Sead Kolašinac,M,6.6,Mesut Özil,F,7.1,Alexandre Lacazette,F,6.5,Pierre-Emerick Aubameyang,F,7.1
8243526,Wolverhampton,Aston Villa,2,1,Rui Patrício,G,6.6,Leander Dendoncker,D,6.9,Conor Coady,D,6.9,Romain Saïss,D,6.6,Matt Doherty,M,7.0,Rúben Neves,M,7.7,João Moutinho,M,7.7,Jonny Otto,M,6.1,Adama Traoré,F,8.0,Raúl Jiménez,F,8.0,Diogo Jota,F,5.9,Jed Steer,G,6.5,Frédéric Guilbert,D,6.8,Ezri Konsa,D,6.1,Tyrone Mings,D,6.9,Matt Targett,D,6.2,John McGinn,M,6.8,Marvelous Nakamba,M,7.1,Douglas Luiz,M,6.1,Anwar El Ghazi,F,7.0,Wesley,F,7.0,Trezeguet,F,7.5
8243514,Manchester United,Brighton & Hove Albion,3,1,David De Gea,G,6.5,Aaron Wan-Bissaka,D,7.3,Victor Lindelöf,D,6.9,Harry Maguire,D,6.8,Brandon Williams,D,6.9,Scott McTominay,M,7.0,Fred,M,7.2,Daniel James,M,6.8,Andreas Pereira,M,7.5,Marcus Rashford,M,7.0,Anthony Martial,F,7.9,Mathew Ryan,G,8.2,Martín Montoya,D,6.2,Lewis Dunk,D,7.0,Shane Duffy,D,7.3,Dan Burn,D,6.2,Steven Alzate,M,6.9,Davy Pröpper,M,6.2,Dale Stephens,M,6.7,Leandro Trossard,M,6.4,Neal Maupay,F,6.5,Aaron Connolly,F,6.1
8243511,Liverpool,Manchester City,3,1,Alisson,G,7.1,Trent Alexander-Arnold,D,6.7,Dejan Lovren,D,7.0,Virgil van Dijk,D,7.1,Andrew Robertson,D,7.0,Jordan Henderson,M,7.1,Fabinho,M,6.9,Georginio Wijnaldum,M,7.1,Mohamed Salah,F,7.5,Roberto Firmino,F,7.3,Sadio Mané,F,7.0,Claudio Bravo,G,5.9,Kyle Walker,D,6.1,John Stones,D,6.7,Fernandinho,D,6.9,Angeliño,D,7.1,Rodri,M,6.8,İlkay Gündoğan,M,6.8,Bernardo Silva,M,7.5,Kevin De Bruyne,M,6.8,Raheem Sterling,M,6.5,Sergio Agüero,F,6.9
8243536,West Ham United,Tottenham,2,3,Roberto Jiménez,G,6.1,Ryan Fredericks,D,6.4,Issa Diop,D,5.7,Angelo Ogbonna,D,7.1,Aaron Cresswell,D,6.6,Andriy Yarmolenko,M,6.1,Mark Noble,M,7.6,Declan Rice,M,6.9,Felipe Anderson,M,6.1,Robert Snodgrass,F,7.4,Sébastien Haller,F,6.9,Paulo Gazzaniga,G,6.3,Serge Aurier,D,7.4,Davinson Sánchez,D,6.8,Toby Alderweireld,D,6.5,Ben Davies,D,6.6,Eric Dier,M,6.9,Harry Winks,M,6.7,Lucas Moura,M,6.5,Dele Alli,M,7.5,Heung-Min Son,M,8.5,Harry Kane,F,7.5
8243535,Watford,Burnley,0,3,Ben Foster,G,6.1,Kiko Femenia,D,6.4,Adrian Mariappa,D,6.6,Craig Dawson,D,6.8,Craig Cathcart,D,6.4,José Holebas,D,5.9,Abdoulaye Doucouré,M,6.6,Étienne Capoue,M,7.1,Will Hughes,M,6.6,Gerard Deulofeu,F,7.6,Andre Gray,F,6.3,Nick Pope,G,8.1,Phil Bardsley,D,7.4,James Tarkowski,D,7.8,Ben Mee,D,7.4,Charlie Taylor,D,7.3,Jeff Hendrick,M,6.2,Ashley Westwood,M,7.1,Jack Cork,M,6.6,Dwight McNeil,M,6.5,Chris Wood,F,7.3,Ashley Barnes,F,7.3
8243525,Brighton & Hove Albion,Leicester City,0,2,Mathew Ryan,G,7.6,Shane Duffy,D,6.1,Adam Webster,D,5.8,Dan Burn,D,7.0,Martín Montoya,M,6.4,Davy Pröpper,M,6.5,Dale Stephens,M,6.6,Solly March,M,6.4,Aaron Mooy,F,7.4,Leandro Trossard,F,6.4,Neal Maupay,F,6.6,Kasper Schmeichel,G,6.9,Ricardo Pereira,D,7.3,Jonny Evans,D,6.6,Çağlar Söyüncü,D,7.4,Ben Chilwell,D,7.9,Wilfred Ndidi,M,6.7,Ayoze Pérez,M,7.2,Youri Tielemans,M,6.8,James Maddison,M,8.1,Harvey Barnes,M,7.6,Jamie Vardy,F,7.8
8243523,Bournemouth,Wolverhampton,1,2,Aaron Ramsdale,G,6.8,Simon Francis,D,5.1,Steve Cook,D,8.2,Nathan Aké,D,6.4,Adam Smith,M,6.4,Lewis Cook,M,6.7,Philip Billing,M,6.3,Diego Rico,M,7.0,Harry Wilson,F,6.4,Callum Wilson,F,6.6,Ryan Fraser,F,7.2,Rui Patrício,G,6.6,Leander Dendoncker,D,7.1,Conor Coady,D,7.1,Romain Saïss,D,7.1,Matt Doherty,M,6.8,Rúben Neves,M,7.2,João Moutinho,M,8.1,Jonny Otto,M,6.7,Adama Traoré,F,8.0,Raúl Jiménez,F,7.5,Diogo Jota,F,7.2
8243522,Arsenal,Southampton,2,2,Bernd Leno,G,7.2,Calum Chambers,D,6.7,David Luiz,D,7.1,Sokratis,D,6.5,Héctor Bellerín,M,6.3,Lucas Torreira,M,7.1,Mattéo Guendouzi,M,8.0,Kieran Tierney,M,6.5,Mesut Özil,F,7.8,Alexandre Lacazette,F,8.5,Pierre-Emerick Aubameyang,F,6.3,Alex McCarthy,G,6.8,Cédric Soares,D,6.2,Jack Stephens,D,6.2,Jan Bednarek,D,6.7,Ryan Bertrand,D,7.1,Stuart Armstrong,M,6.2,James Ward-Prowse,M,7.6,Pierre-Emile Højbjerg,M,7.0,Nathan Redmond,M,7.2,Michael Obafemi,F,6.6,Danny Ings,F,7.3
8243521,Crystal Palace,Liverpool,1,2,Vicente Guaita,G,6.5,Joel Ward,D,6.8,James Tomkins,D,7.0,Gary Cahill,D,6.5,Patrick van Aanholt,D,6.7,Andros Townsend,M,6.9,Cheikhou Kouyaté,M,7.5,Luka Milivojević,M,7.1,James McArthur,M,6.8,Wilfried Zaha,M,6.8,Jordan Ayew,F,6.1,Alisson,G,7.0,Trent Alexander-Arnold,D,7.4,Dejan Lovren,D,7.1,Virgil van Dijk,D,7.4,Andrew Robertson,D,7.4,Jordan Henderson,M,7.2,Fabinho,M,6.9,Georginio Wijnaldum,M,6.7,Sadio Mané,F,7.7,Roberto Firmino,F,7.3,Alex Oxlade-Chamberlain,F,6.3
8243517,Everton,Norwich City,0,2,Jordan Pickford,G,6.6,Djibril Sidibé,D,6.7,Yerry Mina,D,6.6,Mason Holgate,D,6.7,Lucas Digne,D,7.5,Tom Davies,M,6.4,Morgan Schneiderlin,M,7.0,Theo Walcott,M,5.8,Gylfi Sigurðsson,M,6.5,Richarlison,M,6.9,Cenk Tosun,F,6.9,Tim Krul,G,8.7,Max Aarons,D,6.8,Christoph Zimmermann,D,7.0,Ben Godfrey,D,7.4,Sam Byram,D,6.7,Alexander Tettey,M,6.8,Tom Trybull,M,7.5,Todd Cantwell,M,7.5,Kenny McLean,M,8.2,Onel Hernández,M,6.7,Teemu Pukki,F,6.8
8243529,Manchester City,Chelsea,2,1,Ederson,G,6.5,João Cancelo,D,6.7,John Stones,D,7.0,Fernandinho,D,7.5,Benjamin Mendy,D,6.5,Kevin De Bruyne,M,6.9,Rodri,M,7.1,David Silva,M,7.0,Riyad Mahrez,F,7.5,Sergio Agüero,F,6.3,Raheem Sterling,F,6.6,Kepa Arrizabalaga,G,6.2,César Azpilicueta,D,7.2,Kurt Zouma,D,6.9,Fikayo Tomori,D,6.7,Emerson Palmieri,D,6.3,NGolo Kanté,M,7.7,Jorginho,M,6.4,Mateo Kovačić,M,8.0,Willian,F,7.4,Tammy Abraham,F,6.7,Christian Pulišić,F,6.5
8243530,Sheffield United,Manchester United,3,3,Simon Moore,G,5.3,Chris Basham,D,6.7,Phil Jagielka,D,6.9,Jack OConnell,D,7.0,George Baldock,M,6.4,John Lundstram,M,6.0,Oliver Norwood,M,6.6,John Fleck,M,7.8,Enda Stevens,M,6.8,David McGoldrick,F,7.0,Lys Mousset,F,7.1,David De Gea,G,6.8,Victor Lindelöf,D,6.4,Harry Maguire,D,7.0,Phil Jones,D,6.3,Aaron Wan-Bissaka,M,6.6,Andreas Pereira,M,6.4,Fred,M,6.7,Brandon Williams,M,7.1,Daniel James,F,7.2,Marcus Rashford,F,7.8,Anthony Martial,F,6.9
8243519,Aston Villa,Newcastle United,2,0,Tom Heaton,G,8.2,Frédéric Guilbert,D,6.6,Ezri Konsa,D,7.3,Tyrone Mings,D,7.3,Matt Targett,D,8.1,John McGinn,M,6.9,Douglas Luiz,M,6.6,Conor Hourihane,M,8.6,Anwar El Ghazi,F,6.9,Wesley,F,6.6,Jack Grealish,F,8.6,Martin Dúbravka,G,7.4,DeAndre Yedlin,D,6.6,Federico Fernández,D,6.8,Ciaran Clark,D,6.3,Paul Dummett,D,6.6,Jetro Willems,D,6.9,Miguel Almirón,M,6.3,Isaac Hayden,M,6.8,Jonjo Shelvey,M,7.4,Allan Saint-Maximin,M,5.9,Joelinton,F,7.4
8243532,Newcastle United,Manchester City,2,2,Martin Dúbravka,G,7.5,Javier Manquillo,D,6.7,Federico Fernández,D,7.2,Ciaran Clark,D,7.1,Paul Dummett,D,6.6,Jetro Willems,D,7.2,Miguel Almirón,M,6.9,Isaac Hayden,M,7.0,Jonjo Shelvey,M,7.7,Allan Saint-Maximin,M,7.1,Joelinton,F,6.6,Ederson,G,6.2,Kyle Walker,D,6.3,John Stones,D,7.2,Fernandinho,D,6.4,Benjamin Mendy,D,6.2,Kevin De Bruyne,M,9.0,İlkay Gündoğan,M,6.7,David Silva,M,7.1,Riyad Mahrez,F,7.2,Gabriel Jesus,F,6.9,Raheem Sterling,F,7.0
8243546,Tottenham,Bournemouth,3,2,Paulo Gazzaniga,G,7.1,Serge Aurier,D,7.0,Davinson Sánchez,D,6.9,Toby Alderweireld,D,7.6,Jan Vertonghen,D,7.0,Tanguy Ndombélé,M,7.7,Eric Dier,M,6.6,Moussa Sissoko,M,7.8,Dele Alli,M,9.0,Heung-Min Son,M,8.3,Harry Kane,F,7.1,Aaron Ramsdale,G,6.0,Jack Stacey,D,5.9,Steve Cook,D,6.4,Nathan Aké,D,6.8,Diego Rico,D,6.6,Arnaut Danjuma,M,7.0,Lewis Cook,M,6.4,Jefferson Lerma,M,7.0,Ryan Fraser,M,6.4,Dominic Solanke,F,6.6,Callum Wilson,F,6.6
8243534,Liverpool,Brighton & Hove Albion,2,1,Alisson,G,6.8,Trent Alexander-Arnold,D,7.8,Dejan Lovren,D,6.5,Virgil van Dijk,D,8.9,Andrew Robertson,D,6.7,Alex Oxlade-Chamberlain,M,6.9,Jordan Henderson,M,7.0,Georginio Wijnaldum,M,6.8,Mohamed Salah,F,6.8,Roberto Firmino,F,6.5,Sadio Mané,F,7.3,Mathew Ryan,G,7.3,Martín Montoya,D,6.6,Adam Webster,D,6.9,Lewis Dunk,D,8.0,Dan Burn,D,7.7,Davy Pröpper,M,6.7,Dale Stephens,M,6.9,Aaron Mooy,M,6.9,Pascal Groß,M,7.2,Yves Bissouma,M,6.4,Aaron Connolly,F,6.5
8243533,Burnley,Crystal Palace,0,2,Nick Pope,G,6.2,Phil Bardsley,D,7.0,James Tarkowski,D,6.5,Ben Mee,D,6.4,Charlie Taylor,D,6.5,Robbie Brady,M,6.9,Jeff Hendrick,M,7.0,Jack Cork,M,6.5,Dwight McNeil,M,7.1,Chris Wood,F,5.7,Ashley Barnes,F,6.1,Vicente Guaita,G,7.4,Martin Kelly,D,6.9,James Tomkins,D,7.4,Scott Dann,D,7.1,Patrick van Aanholt,D,6.9,Andros Townsend,M,6.9,Cheikhou Kouyaté,M,6.4,Luka Milivojević,M,6.4,James McArthur,M,7.4,Wilfried Zaha,M,7.6,Jordan Ayew,F,6.7
8243531,Chelsea,West Ham United,0,1,Kepa Arrizabalaga,G,6.9,Reece James,D,7.6,Kurt Zouma,D,7.3,Fikayo Tomori,D,6.6,Emerson Palmieri,D,7.3,Jorginho,M,6.2,Mateo Kovačić,M,7.0,Pedro,M,6.8,Mason Mount,M,6.9,Christian Pulišić,M,6.0,Olivier Giroud,F,6.5,David Martin,G,8.3,Ryan Fredericks,D,7.2,Fabián Balbuena,D,7.7,Angelo Ogbonna,D,7.5,Aaron Cresswell,D,7.3,Robert Snodgrass,M,6.9,Mark Noble,M,6.3,Declan Rice,M,7.1,Pablo Fornals,M,6.3,Felipe Anderson,F,7.0,Michail Antonio,F,6.4
8243537,Southampton,Watford,2,1,Alex McCarthy,G,6.7,Cédric Soares,D,6.8,Jack Stephens,D,6.6,Jan Bednarek,D,6.8,Ryan Bertrand,D,6.3,Moussa Djenepo,M,7.6,James Ward-Prowse,M,7.1,Pierre-Emile Højbjerg,M,7.5,Nathan Redmond,M,6.5,Danny Ings,F,7.8,Michael Obafemi,F,6.5,Ben Foster,G,6.4,Kiko Femenia,D,6.8,Craig Cathcart,D,7.2,Adrian Mariappa,D,6.7,Adam Masina,D,6.4,José Holebas,D,5.9,Abdoulaye Doucouré,M,6.9,Étienne Capoue,M,7.0,Will Hughes,M,6.3,Ismaila Sarr,F,7.5,Gerard Deulofeu,F,6.3
8243542,Wolverhampton,Sheffield United,1,1,Rui Patrício,G,7.0,Leander Dendoncker,D,7.0,Conor Coady,D,7.1,Max Kilman,D,6.5,Matt Doherty,M,8.0,Rúben Neves,M,7.0,João Moutinho,M,7.4,Jonny Otto,M,6.7,Adama Traoré,F,7.3,Raúl Jiménez,F,7.3,Diogo Jota,F,6.6,Dean Henderson,G,7.0,Chris Basham,D,7.4,John Egan,D,6.6,Jack OConnell,D,6.7,George Baldock,M,6.9,John Lundstram,M,6.7,Oliver Norwood,M,7.5,John Fleck,M,6.8,Enda Stevens,M,6.4,Lys Mousset,F,7.3,David McGoldrick,F,6.6
8243540,Norwich City,Arsenal,2,2,Tim Krul,G,6.6,Max Aarons,D,6.4,Christoph Zimmermann,D,6.5,Ben Godfrey,D,7.1,Sam Byram,D,6.8,Ibrahim Amadou,M,7.4,Tom Trybull,M,6.6,Todd Cantwell,M,7.0,Kenny McLean,M,6.7,Onel Hernández,M,7.2,Teemu Pukki,F,7.5,Bernd Leno,G,8.0,Calum Chambers,D,6.9,Shkodran Mustafi,D,6.9,David Luiz,D,6.8,Sead Kolašinac,D,6.8,Granit Xhaka,M,7.1,Mattéo Guendouzi,M,6.9,Pierre-Emerick Aubameyang,M,8.2,Joseph Willock,M,6.5,Mesut Özil,M,7.7,Alexandre Lacazette,F,6.5
8243528,Manchester United,Aston Villa,2,2,David De Gea,G,6.1,Aaron Wan-Bissaka,D,6.7,Victor Lindelöf,D,7.2,Harry Maguire,D,6.3,Brandon Williams,D,6.1,Andreas Pereira,M,6.6,Fred,M,7.2,Daniel James,M,5.7,Juan Mata,M,6.5,Marcus Rashford,M,6.3,Anthony Martial,F,6.6,Tom Heaton,G,7.2,Frédéric Guilbert,D,6.8,Ezri Konsa,D,6.3,Tyrone Mings,D,7.2,Matt Targett,D,7.9,John McGinn,M,7.1,Douglas Luiz,M,6.6,Conor Hourihane,M,6.8,Anwar El Ghazi,F,7.0,Wesley,F,7.0,Jack Grealish,F,7.4
8243527,Leicester City,Everton,2,1,Kasper Schmeichel,G,6.7,Ricardo Pereira,D,7.2,Jonny Evans,D,7.0,Çağlar Söyüncü,D,6.5,Ben Chilwell,D,7.0,Wilfred Ndidi,M,7.7,Ayoze Pérez,M,6.6,Youri Tielemans,M,7.1,James Maddison,M,7.1,Harvey Barnes,M,6.5,Jamie Vardy,F,7.1,Jordan Pickford,G,6.8,Mason Holgate,D,6.7,Yerry Mina,D,6.9,Michael Keane,D,7.1,Djibril Sidibé,M,7.4,Tom Davies,M,6.6,Gylfi Sigurðsson,M,6.9,Lucas Digne,M,7.4,Alex Iwobi,F,6.9,Dominic Calvert-Lewin,F,6.4,Richarlison,F,7.6
8243556,Crystal Palace,Bournemouth,1,0,Vicente Guaita,G,7.4,Martin Kelly,D,7.6,James Tomkins,D,7.2,Mamadou Sakho,D,3.3,Patrick van Aanholt,D,6.6,Andros Townsend,M,6.1,Cheikhou Kouyaté,M,7.1,Luka Milivojević,M,6.5,James McArthur,M,6.8,Wilfried Zaha,M,6.5,Jordan Ayew,F,6.3,Aaron Ramsdale,G,6.6,Adam Smith,D,7.3,Chris Mepham,D,7.2,Nathan Aké,D,7.1,Diego Rico,D,7.3,Harry Wilson,M,6.7,Jefferson Lerma,M,6.8,Philip Billing,M,7.4,Arnaut Danjuma,M,6.7,Dominic Solanke,F,6.6,Callum Wilson,F,6.5
8243539,Burnley,Manchester City,1,4,Nick Pope,G,6.3,Phil Bardsley,D,6.6,James Tarkowski,D,6.8,Ben Mee,D,6.3,Erik Pieters,D,6.0,Aaron Lennon,M,6.4,Danny Drinkwater,M,6.4,Jack Cork,M,6.5,Dwight McNeil,M,6.3,Jeff Hendrick,F,7.0,Chris Wood,F,6.4,Ederson,G,6.4,Kyle Walker,D,7.1,Nicolás Otamendi,D,6.6,Fernandinho,D,6.9,Angeliño,D,7.1,Kevin De Bruyne,M,7.5,Rodri,M,8.2,David Silva,M,7.3,Bernardo Silva,F,7.5,Gabriel Jesus,F,8.1,Raheem Sterling,F,6.6
8243553,Chelsea,Aston Villa,2,1,Kepa Arrizabalaga,G,6.6,Reece James,D,7.2,Andreas Christensen,D,7.0,Kurt Zouma,D,6.7,César Azpilicueta,D,7.6,NGolo Kanté,M,7.0,Mateo Kovačić,M,6.1,Willian,M,8.3,Mason Mount,M,7.2,Christian Pulišić,M,7.0,Tammy Abraham,F,8.1,Tom Heaton,G,7.7,Ahmed El-Mohamady,D,7.3,Ezri Konsa,D,7.5,Tyrone Mings,D,6.5,Matt Targett,D,6.6,John McGinn,M,7.1,Marvelous Nakamba,M,7.0,Conor Hourihane,M,6.4,Trezeguet,F,7.4,Wesley,F,6.5,Jack Grealish,F,7.2
8243548,Southampton,Norwich City,2,1,Alex McCarthy,G,6.6,Cédric Soares,D,6.9,Jack Stephens,D,6.7,Jan Bednarek,D,7.4,Ryan Bertrand,D,7.1,Moussa Djenepo,M,6.3,James Ward-Prowse,M,7.5,Pierre-Emile Højbjerg,M,8.1,Nathan Redmond,M,6.8,Danny Ings,F,7.6,Shane Long,F,7.7,Tim Krul,G,6.9,Max Aarons,D,6.5,Christoph Zimmermann,D,6.8,Ben Godfrey,D,7.0,Sam Byram,D,6.6,Ibrahim Amadou,M,6.5,Tom Trybull,M,6.7,Todd Cantwell,M,6.5,Kenny McLean,M,6.7,Onel Hernández,M,5.8,Teemu Pukki,F,7.1
8243543,Wolverhampton,West Ham United,2,0,Rui Patrício,G,7.8,Leander Dendoncker,D,8.0,Conor Coady,D,7.3,Romain Saïss,D,7.4,Matt Doherty,M,6.9,Rúben Neves,M,6.2,João Moutinho,M,7.6,Jonny Otto,M,7.0,Adama Traoré,F,7.1,Raúl Jiménez,F,7.6,Diogo Jota,F,6.9,David Martin,G,7.2,Ryan Fredericks,D,7.1,Fabián Balbuena,D,5.7,Angelo Ogbonna,D,6.1,Aaron Cresswell,D,6.9,Robert Snodgrass,M,6.6,Mark Noble,M,6.1,Declan Rice,M,7.5,Pablo Fornals,M,6.2,Felipe Anderson,F,8.0,Sébastien Haller,F,6.6
8243541,Manchester United,Tottenham,2,1,David De Gea,G,7.0,Aaron Wan-Bissaka,D,6.9,Victor Lindelöf,D,6.6,Harry Maguire,D,6.7,Ashley Young,D,6.7,Scott McTominay,M,7.0,Fred,M,6.8,Daniel James,M,6.5,Jesse Lingard,M,6.3,Marcus Rashford,M,8.4,Mason Greenwood,F,6.9,Paulo Gazzaniga,G,6.9,Serge Aurier,D,7.6,Davinson Sánchez,D,7.2,Toby Alderweireld,D,6.4,Jan Vertonghen,D,6.4,Moussa Sissoko,M,6.3,Harry Winks,M,6.7,Lucas Moura,M,6.4,Dele Alli,M,7.3,Heung-Min Son,M,6.7,Harry Kane,F,6.8
8243538,Leicester City,Watford,2,0,Kasper Schmeichel,G,7.1,Ricardo Pereira,D,8.1,Jonny Evans,D,7.6,Çağlar Söyüncü,D,7.4,Christian Fuchs,D,7.2,Wilfred Ndidi,M,7.0,Ayoze Pérez,M,6.6,Youri Tielemans,M,6.3,James Maddison,M,8.2,Harvey Barnes,M,6.6,Jamie Vardy,F,6.9,Ben Foster,G,6.4,Kiko Femenia,D,6.8,Adrian Mariappa,D,6.6,Craig Cathcart,D,6.7,Adam Masina,D,6.8,Ismaila Sarr,M,6.5,Abdoulaye Doucouré,M,6.6,Étienne Capoue,M,6.9,Will Hughes,M,6.2,Troy Deeney,F,6.6,Gerard Deulofeu,F,6.5
8243555,Liverpool,Everton,5,2,Adrián,G,6.4,Trent Alexander-Arnold,D,7.3,Dejan Lovren,D,7.9,Virgil van Dijk,D,6.9,Andrew Robertson,D,6.2,Georginio Wijnaldum,M,7.7,James Milner,M,6.3,Xherdan Shaqiri,M,7.0,Adam Lallana,M,6.3,Sadio Mané,M,8.3,Divock Origi,F,8.2,Jordan Pickford,G,4.2,Djibril Sidibé,D,6.3,Mason Holgate,D,6.4,Michael Keane,D,6.4,Yerry Mina,D,6.7,Lucas Digne,D,6.5,Alex Iwobi,M,6.6,Tom Davies,M,6.3,Gylfi Sigurðsson,M,6.6,Richarlison,M,6.9,Dominic Calvert-Lewin,F,6.7
8243544,Sheffield United,Newcastle United,0,2,Dean Henderson,G,6.3,Chris Basham,D,6.2,John Egan,D,6.6,Jack OConnell,D,6.7,George Baldock,M,7.2,John Lundstram,M,7.3,Oliver Norwood,M,7.1,John Fleck,M,6.9,Enda Stevens,M,7.1,Oliver McBurnie,F,6.4,Billy Sharp,F,7.0,Martin Dúbravka,G,8.6,Javier Manquillo,D,7.3,Federico Fernández,D,7.5,Ciaran Clark,D,6.9,Paul Dummett,D,7.2,Jetro Willems,D,7.1,Miguel Almirón,M,7.1,Isaac Hayden,M,6.5,Jonjo Shelvey,M,7.9,Allan Saint-Maximin,M,6.1,Andy Carroll,F,7.3
8243545,Arsenal,Brighton & Hove Albion,1,2,Bernd Leno,G,7.6,Héctor Bellerín,D,5.9,Sokratis,D,7.2,David Luiz,D,6.9,Sead Kolašinac,D,6.4,Granit Xhaka,M,7.0,Lucas Torreira,M,7.2,Pierre-Emerick Aubameyang,M,6.8,Joseph Willock,M,6.5,Mesut Özil,M,7.0,Alexandre Lacazette,F,7.6,Mathew Ryan,G,7.1,Steven Alzate,D,6.6,Adam Webster,D,7.9,Lewis Dunk,D,6.9,Dan Burn,D,7.5,Davy Pröpper,M,6.5,Dale Stephens,M,7.0,Aaron Mooy,M,7.7,Pascal Groß,M,6.8,Aaron Connolly,F,6.6,Neal Maupay,F,7.4
8243554,Everton,Chelsea,3,1,Jordan Pickford,G,6.6,Djibril Sidibé,D,7.8,Michael Keane,D,6.9,Mason Holgate,D,7.2,Lucas Digne,D,7.3,Theo Walcott,M,6.3,Morgan Schneiderlin,M,7.0,Gylfi Sigurðsson,M,7.0,Alex Iwobi,M,5.3,Dominic Calvert-Lewin,F,9.0,Richarlison,F,7.3,Kepa Arrizabalaga,G,6.6,Reece James,D,7.0,Andreas Christensen,D,6.5,Kurt Zouma,D,7.0,César Azpilicueta,D,7.3,NGolo Kanté,M,7.2,Mateo Kovačić,M,7.9,Willian,M,6.7,Mason Mount,M,6.3,Christian Pulišić,M,5.8,Tammy Abraham,F,6.1
