"","domacini","gosti","isHome","players","positions","scores"
"a_player_11139","Crystal Palace","Bournemouth","no","Aaron Ramsdale","G",6.6
"a_player_11140","Burnley","Manchester City","no","Ederson","G",6.4
"a_player_11141","Chelsea","Aston Villa","no","Tom Heaton","G",7.7
"a_player_11142","Southampton","Norwich City","no","Tim Krul","G",6.9
"a_player_11143","Wolverhampton","West Ham United","no","David Martin","G",7.2
"a_player_11144","Manchester United","Tottenham","no","Paulo Gazzaniga","G",6.9
"a_player_11145","Leicester City","Watford","no","Ben Foster","G",6.4
"a_player_11146","Liverpool","Everton","no","Jordan Pickford","G",4.2
"a_player_11147","Sheffield United","Newcastle United","no","Martin Dúbravka","G",8.6
"a_player_11148","Arsenal","Brighton & Hove Albion","no","Mathew Ryan","G",7.1
"a_player_11149","Everton","Chelsea","no","Kepa Arrizabalaga","G",6.6
"a_player_11150","Watford","Crystal Palace","no","Vicente Guaita","G",7.6
"a_player_11151","Tottenham","Burnley","no","Nick Pope","G",5.5
"a_player_11152","Bournemouth","Liverpool","no","Alisson","G",6.9
"a_player_11153","Manchester City","Manchester United","no","David De Gea","G",7
"a_player_11154","Norwich City","Sheffield United","no","Dean Henderson","G",7.1
"a_player_11155","Newcastle United","Southampton","no","Alex McCarthy","G",6.7
"a_player_11156","Aston Villa","Leicester City","no","Kasper Schmeichel","G",6.6
"a_player_11157","Brighton & Hove Albion","Wolverhampton","no","Rui Patrício","G",5.6
"a_player_11158","West Ham United","Arsenal","no","Bernd Leno","G",6.9
"a_player_11159","Liverpool","Watford","no","Ben Foster","G",6.8
"a_player_11160","Sheffield United","Aston Villa","no","Tom Heaton","G",6.3
"a_player_11161","Burnley","Newcastle United","no","Martin Dúbravka","G",7.1
"a_player_11162","Leicester City","Norwich City","no","Tim Krul","G",7.1
"a_player_11163","Chelsea","Bournemouth","no","Aaron Ramsdale","G",8
"a_player_11164","Southampton","West Ham United","no","David Martin","G",7.2
"a_player_11165","Manchester United","Everton","no","Jordan Pickford","G",7.6
"a_player_11166","Wolverhampton","Tottenham","no","Paulo Gazzaniga","G",7.1
"a_player_11167","Arsenal","Manchester City","no","Ederson","G",7.5
"a_player_11168","Crystal Palace","Brighton & Hove Albion","no","Mathew Ryan","G",6.9
"a_player_11169","Everton","Arsenal","no","Bernd Leno","G",6.9
"a_player_11170","Aston Villa","Southampton","no","Alex McCarthy","G",7
"a_player_11171","Bournemouth","Burnley","no","Nick Pope","G",6.8
"a_player_11172","Norwich City","Wolverhampton","no","Rui Patrício","G",7.6
"a_player_11173","Brighton & Hove Albion","Sheffield United","no","Dean Henderson","G",7.5
"a_player_11174","Newcastle United","Crystal Palace","no","Vicente Guaita","G",6.7
"a_player_11175","Manchester City","Leicester City","no","Kasper Schmeichel","G",7.9
"a_player_11176","Watford","Manchester United","no","David De Gea","G",5.6
"a_player_11177","Tottenham","Chelsea","no","Kepa Arrizabalaga","G",7.3
"a_player_11178","West Ham United","Liverpool","no","Alisson","G",8
"a_player_11179","Tottenham","Brighton & Hove Albion","no","Mathew Ryan","G",6.6
"a_player_11180","Sheffield United","Watford","no","Ben Foster","G",7
"a_player_11181","Aston Villa","Norwich City","no","Tim Krul","G",6.6
"a_player_11182","Crystal Palace","West Ham United","no","Roberto Jiménez","G",6.9
"a_player_11183","Everton","Burnley","no","Nick Pope","G",7.1
"a_player_11184","Chelsea","Southampton","no","Alex McCarthy","G",7.6
"a_player_11185","Bournemouth","Arsenal","no","Bernd Leno","G",6.9
"a_player_11186","Manchester United","Newcastle United","no","Martin Dúbravka","G",6.1
"a_player_11187","Leicester City","Liverpool","no","Alisson","G",6.9
"a_player_11188","Wolverhampton","Manchester City","no","Ederson","G",3
"a_player_11189","Brighton & Hove Albion","Bournemouth","no","Aaron Ramsdale","G",6.8
"a_player_11190","Southampton","Crystal Palace","no","Vicente Guaita","G",7.4
"a_player_11191","Watford","Aston Villa","no","Tom Heaton","G",6.2
"a_player_11192","Newcastle United","Everton","no","Jordan Pickford","G",7.1
"a_player_11193","West Ham United","Leicester City","no","Kasper Schmeichel","G",7
"a_player_11194","Norwich City","Tottenham","no","Paulo Gazzaniga","G",6.3
"a_player_11195","Burnley","Manchester United","no","David De Gea","G",7.4
"a_player_11196","Arsenal","Chelsea","no","Kepa Arrizabalaga","G",6.4
"a_player_11197","Liverpool","Wolverhampton","no","Rui Patrício","G",6.5
"a_player_11198","Manchester City","Sheffield United","no","Dean Henderson","G",6.1
